agri_risk_score,claims_history_index,yield_stability,weather_volatility,market_stability,soil_quality,insurance_risk_score
36.8,0.36,0.44,0.5,0.47,0.72,35.0
47.0,0.36,0.82,0.48,0.47,0.84,40.5
23.3,0.05,0.62,0.24,0.74,0.66,27.0
60.5,0.69,0.38,0.47,0.44,0.6,54.2
11.2,0.2,0.78,0.24,0.82,1.0,10.7
29.2,0.27,0.63,0.29,0.68,0.88,35.6
24.4,0.39,0.88,0.25,0.77,0.8,29.6
9.1,0.14,1.0,0.1,0.84,0.92,9.9
34.2,0.38,0.76,0.25,0.83,0.9,26.7
26.1,0.46,0.88,0.42,0.55,0.81,23.4
10.5,0.0,0.82,0.11,0.72,0.92,4.3
33.9,0.33,0.5,0.5,0.78,0.86,43.9
6.7,0.0,0.82,0.11,0.89,1.0,3.7
39.5,0.36,0.67,0.5,0.63,0.79,33.5
17.0,0.16,1.0,0.37,0.83,0.86,22.0
69.1,0.69,0.12,0.72,0.95,0.67,54.2
17.0,0.06,0.78,0.38,0.51,0.98,20.3
26.0,0.27,0.7,0.28,0.92,1.0,31.5
34.1,0.26,0.54,0.53,0.92,0.93,30.0
19.4,0.31,0.9,0.22,0.69,0.79,22.5
44.2,0.52,0.71,0.59,0.82,0.73,39.9
29.2,0.33,1.0,0.34,0.83,0.79,19.7
4.3,0.0,1.0,0.05,0.96,0.98,0.4
8.5,0.1,1.0,0.3,0.84,1.0,13.0
47.4,0.54,0.46,0.57,0.47,0.8,52.9
27.4,0.24,0.83,0.25,0.52,0.72,31.4
23.7,0.08,0.47,0.41,0.76,1.0,30.5
26.7,0.34,0.83,0.23,0.77,0.73,17.9
10.3,0.16,0.95,0.12,0.5,0.94,19.7
22.8,0.26,0.78,0.4,0.94,1.0,27.7
26.3,0.19,0.62,0.27,0.55,0.82,21.7
68.9,0.79,0.43,0.51,0.69,0.52,62.9
25.1,0.37,0.6,0.46,0.79,0.88,30.7
24.5,0.27,0.91,0.34,0.47,0.92,27.5
27.7,0.24,0.81,0.33,0.68,0.95,21.3
27.2,0.23,0.79,0.34,0.93,0.9,23.7
23.0,0.19,0.62,0.36,0.83,0.89,22.3
42.6,0.38,0.48,0.56,0.68,0.83,50.8
22.3,0.19,0.55,0.36,0.82,0.91,19.5
47.7,0.51,0.65,0.56,0.75,0.69,39.4
23.1,0.32,0.77,0.22,0.73,0.83,23.7
43.1,0.58,0.49,0.42,0.9,0.62,41.0
38.7,0.3,0.59,0.45,0.74,0.77,30.1
20.9,0.13,0.95,0.33,0.87,0.85,21.9
9.0,0.17,0.74,0.14,0.8,0.83,12.3
60.4,0.51,0.33,0.72,0.92,0.64,52.4
22.7,0.11,0.54,0.19,0.71,0.77,12.8
30.4,0.21,0.54,0.25,0.62,0.77,33.8
16.5,0.15,0.8,0.18,0.69,0.92,17.4
18.2,0.35,0.98,0.35,0.69,0.88,31.2
47.7,0.46,0.62,0.34,0.75,0.77,44.6
52.6,0.55,0.62,0.66,0.74,0.73,48.6
36.1,0.24,0.74,0.55,0.86,0.84,31.8
25.1,0.36,0.6,0.22,0.85,0.77,24.6
38.4,0.47,0.87,0.39,0.79,0.7,33.5
19.6,0.15,0.92,0.2,0.69,0.83,29.2
29.8,0.23,0.97,0.33,0.96,0.8,14.4
13.2,0.23,1.0,0.25,0.91,0.92,13.1
12.6,0.1,0.86,0.34,0.44,1.0,13.1
35.5,0.29,0.57,0.26,0.54,0.82,24.5
32.2,0.29,0.34,0.52,0.71,0.78,37.8
31.1,0.33,0.71,0.5,0.82,0.96,30.4
22.7,0.3,0.77,0.33,0.84,0.92,24.2
31.2,0.34,0.59,0.36,0.9,0.77,39.4
17.2,0.2,0.75,0.29,0.78,1.0,13.6
4.1,0.02,1.0,0.03,0.89,0.96,17.0
27.6,0.29,0.44,0.41,0.76,1.0,26.4
9.4,0.06,1.0,0.21,0.88,1.0,3.2
41.2,0.38,0.72,0.37,0.27,0.63,40.2
51.6,0.66,0.43,0.5,0.33,0.47,59.4
63.4,0.64,0.35,0.53,0.75,0.93,53.5
27.2,0.23,0.78,0.4,0.7,0.91,25.7
16.1,0.09,0.96,0.3,0.73,0.88,20.2
30.2,0.08,1.0,0.33,0.51,0.87,30.9
24.7,0.46,0.67,0.27,0.47,0.91,37.3
27.7,0.5,0.93,0.46,0.96,0.76,42.6
47.2,0.53,0.49,0.54,0.95,0.67,47.7
21.9,0.12,0.72,0.37,0.82,0.95,28.3
25.1,0.52,0.71,0.36,0.53,0.62,30.7
13.4,0.0,1.0,0.12,0.65,1.0,8.7
25.8,0.3,0.66,0.2,0.68,0.84,28.4
57.6,0.4,0.44,0.53,0.86,0.78,44.1
17.5,0.0,0.75,0.4,0.97,0.92,18.7
44.0,0.46,0.5,0.47,0.73,0.7,40.0
24.0,0.28,0.96,0.43,0.73,0.93,30.2
44.6,0.46,0.55,0.34,0.85,0.88,40.8
41.8,0.57,0.48,0.51,0.73,0.79,41.3
12.5,0.12,0.81,0.16,0.89,0.78,25.8
41.4,0.49,0.63,0.45,0.71,0.73,32.9
8.6,0.01,0.91,0.15,0.43,0.98,10.8
10.2,0.23,0.9,0.29,0.5,1.0,23.8
22.9,0.37,0.73,0.28,0.45,0.81,26.3
54.7,0.52,0.61,0.52,0.59,0.79,41.5
35.1,0.39,0.74,0.32,0.56,1.0,27.3
13.9,0.07,0.83,0.18,0.92,0.83,16.1
5.4,0.03,0.97,0.09,0.74,1.0,8.5
38.1,0.45,0.5,0.43,0.85,0.94,38.8
27.9,0.33,0.71,0.24,0.67,0.94,28.9
30.7,0.13,0.59,0.3,0.8,1.0,29.3
34.3,0.23,0.69,0.4,0.37,0.85,25.5
47.6,0.42,0.51,0.42,0.65,0.62,54.1
25.5,0.28,0.71,0.36,0.68,0.84,22.3
50.1,0.41,0.52,0.36,0.79,0.6,40.8
15.4,0.01,0.89,0.4,0.91,0.9,19.4
6.3,0.0,1.0,0.26,0.45,0.9,10.7
44.8,0.66,0.67,0.46,0.93,0.9,42.4
11.0,0.13,1.0,0.35,0.58,0.91,9.2
30.0,0.16,0.65,0.47,0.7,0.87,22.9
53.6,0.64,0.51,0.49,0.65,0.85,42.4
6.7,0.22,1.0,0.08,0.8,0.79,12.1
33.7,0.36,0.65,0.31,0.67,1.0,33.6
6.2,0.12,0.96,0.11,0.9,0.97,9.3
26.7,0.4,0.75,0.41,0.92,0.84,29.0
1.5,0.08,0.97,0.17,0.69,0.94,11.4
9.3,0.16,1.0,0.32,0.88,0.9,20.2
16.2,0.01,0.77,0.26,0.84,1.0,0.2
5.6,0.0,1.0,0.27,0.54,0.95,18.5
36.3,0.45,0.75,0.35,0.83,0.81,33.6
32.6,0.3,0.66,0.41,0.83,0.79,37.2
55.2,0.51,0.39,0.58,0.61,0.75,44.7
11.0,0.21,0.89,0.3,0.38,0.89,19.2
21.7,0.12,0.96,0.39,0.78,0.83,19.1
7.8,0.07,1.0,0.14,0.94,0.98,7.8
17.7,0.18,0.94,0.24,0.68,0.97,19.1
59.5,0.66,0.39,0.48,0.73,0.5,47.2
39.7,0.43,0.61,0.5,0.69,0.81,40.7
10.6,0.14,0.99,0.16,0.79,0.92,2.2
3.1,0.0,0.93,0.14,0.28,1.0,13.9
2.8,0.0,1.0,0.26,0.88,1.0,4.3
36.8,0.4,0.65,0.36,0.88,0.92,32.0
15.9,0.11,0.99,0.2,0.64,1.0,13.5
73.8,0.66,0.05,0.71,0.66,0.61,56.2
24.4,0.37,0.67,0.46,0.75,0.84,23.6
17.1,0.1,0.78,0.14,0.8,0.96,21.4
8.1,0.03,0.98,0.31,0.65,1.0,17.3
44.8,0.57,0.5,0.35,0.88,0.8,48.0
19.7,0.13,1.0,0.24,0.75,0.69,25.2
26.1,0.29,0.56,0.31,0.88,0.81,17.5
27.9,0.32,0.87,0.41,0.78,0.95,18.0
24.9,0.24,0.94,0.45,0.72,0.97,28.9
38.9,0.35,0.69,0.3,0.82,0.85,33.3
9.0,0.0,0.86,0.29,0.8,0.97,17.5
23.9,0.3,0.76,0.26,0.92,0.8,21.4
20.0,0.31,0.92,0.41,0.45,0.92,18.8
40.1,0.5,0.36,0.36,0.59,0.85,52.1
46.7,0.5,0.44,0.54,0.81,0.91,43.1
12.8,0.0,0.79,0.14,0.96,0.83,8.8
40.4,0.48,0.68,0.57,0.65,0.89,44.9
8.9,0.08,1.0,0.06,0.89,1.0,5.6
24.8,0.19,1.0,0.24,0.79,0.81,23.0
26.4,0.33,0.46,0.39,0.72,0.91,28.7
45.5,0.48,0.39,0.57,0.83,0.58,49.5
39.0,0.49,0.56,0.57,0.83,0.85,38.2
9.7,0.13,0.99,0.12,0.39,0.99,23.6
38.3,0.36,0.73,0.36,0.83,0.74,39.2
29.8,0.26,0.53,0.48,0.33,0.82,39.4
59.0,0.65,0.47,0.42,0.91,0.82,53.6
17.6,0.04,0.44,0.34,0.47,0.85,29.2
21.4,0.16,0.83,0.28,0.37,0.95,21.1
62.0,0.4,0.38,0.64,0.79,0.45,50.5
48.7,0.53,0.5,0.5,0.78,0.68,42.9
9.6,0.16,0.85,0.26,0.62,1.0,11.4
25.0,0.17,0.74,0.37,0.48,0.92,29.6
34.1,0.23,0.71,0.43,0.47,0.94,30.0
40.1,0.5,0.85,0.48,0.62,0.79,50.3
11.8,0.05,0.69,0.25,0.3,0.86,18.1
55.7,0.62,0.4,0.6,0.69,0.81,57.1
6.3,0.06,1.0,0.28,0.93,1.0,8.8
12.3,0.07,0.87,0.32,0.73,0.95,16.9
53.0,0.59,0.49,0.63,0.63,0.81,52.6
27.1,0.27,0.64,0.28,0.81,0.92,27.9
27.7,0.43,0.85,0.42,0.77,0.94,26.0
30.1,0.23,0.37,0.49,0.66,0.78,29.7
14.0,0.01,0.71,0.21,0.75,0.98,13.2
7.4,0.07,1.0,0.28,0.55,0.95,7.5
32.9,0.38,0.49,0.32,0.51,0.93,30.0
36.0,0.34,0.51,0.3,0.97,0.81,27.9
31.0,0.49,0.57,0.35,0.74,0.9,37.2
18.0,0.3,0.74,0.37,0.73,0.93,22.3
11.0,0.06,0.89,0.17,0.57,0.79,15.4
22.7,0.23,0.93,0.25,0.54,0.92,29.2
63.9,0.46,0.43,0.53,0.66,0.55,47.1
24.3,0.35,0.72,0.24,0.77,0.96,34.7
21.6,0.15,1.0,0.33,0.57,0.97,27.4
24.9,0.27,0.69,0.25,0.6,0.81,29.8
23.7,0.21,0.77,0.45,0.83,0.77,33.0
53.2,0.38,0.49,0.48,0.78,0.71,44.6
39.0,0.47,0.74,0.44,0.77,0.8,29.6
17.0,0.06,0.66,0.24,0.53,0.93,26.3
20.4,0.15,0.64,0.43,0.82,0.68,19.9
25.5,0.34,0.89,0.31,0.59,0.84,30.8
28.9,0.19,0.98,0.37,0.83,0.91,17.0
14.1,0.29,0.8,0.33,0.75,0.76,24.2
18.8,0.09,0.62,0.18,0.35,0.9,14.7
56.5,0.45,0.26,0.41,0.81,0.76,42.1
54.4,0.55,0.61,0.52,0.77,0.68,48.0
20.7,0.37,0.54,0.31,0.64,0.9,29.9
19.4,0.19,0.82,0.22,0.7,0.84,9.4
39.2,0.49,0.58,0.41,0.67,0.85,45.3
5.5,0.0,0.84,0.22,0.48,1.0,17.4
51.3,0.48,0.36,0.65,0.43,0.73,57.6
16.8,0.14,0.94,0.3,0.96,0.73,14.8
35.0,0.22,0.77,0.38,0.85,0.73,32.6
6.5,0.0,1.0,0.05,0.77,1.0,5.7
39.9,0.38,0.67,0.37,0.92,0.57,28.4
36.0,0.52,0.64,0.36,0.75,0.93,37.4
33.7,0.36,0.69,0.38,0.6,0.8,23.8
12.6,0.06,1.0,0.32,0.87,0.98,7.0
18.7,0.0,0.56,0.36,0.82,0.91,15.6
30.9,0.27,0.76,0.47,0.77,0.86,30.9
16.1,0.12,0.75,0.2,0.82,0.96,24.7
15.6,0.19,0.9,0.21,0.6,0.93,7.8
48.9,0.46,0.36,0.39,0.85,0.75,51.1
4.1,0.1,1.0,0.29,0.87,1.0,12.4
50.1,0.58,0.59,0.55,0.57,0.74,52.4
12.5,0.12,0.77,0.11,0.32,0.97,15.0
37.8,0.37,0.55,0.36,0.54,0.85,36.9
32.2,0.33,0.59,0.27,0.91,0.82,28.1
12.1,0.0,0.89,0.38,0.92,0.88,20.3
16.5,0.24,1.0,0.21,0.78,0.91,23.3
42.1,0.59,0.31,0.44,0.86,0.81,46.9
22.3,0.23,0.83,0.25,0.65,0.95,20.6
74.8,0.67,0.32,0.67,0.42,0.71,62.0
17.7,0.18,0.74,0.42,0.57,0.76,19.7
16.9,0.13,0.58,0.2,0.61,0.89,27.5
10.1,0.1,0.87,0.16,0.76,0.84,19.8
15.5,0.12,0.66,0.22,0.92,0.82,13.4
25.2,0.04,0.83,0.23,1.0,0.73,20.3
69.9,0.71,0.09,0.71,0.82,0.79,72.1
16.3,0.39,0.83,0.23,0.84,0.88,12.7
3.6,0.0,0.85,0.2,0.46,1.0,4.4
18.7,0.3,0.98,0.33,0.74,1.0,19.0
28.0,0.32,0.96,0.21,0.84,0.68,23.3
50.4,0.41,0.44,0.55,0.73,0.77,47.5
29.1,0.16,0.55,0.36,0.95,0.63,22.2
21.4,0.24,1.0,0.17,0.8,1.0,22.0
17.4,0.21,0.81,0.16,0.64,0.93,12.6
39.9,0.25,0.65,0.41,0.67,0.86,39.6
26.6,0.36,0.72,0.29,0.87,0.86,30.4
40.2,0.35,0.57,0.41,0.7,0.77,33.5
10.5,0.15,0.82,0.26,0.43,0.88,14.0
19.0,0.26,0.53,0.18,0.63,0.96,26.4
35.5,0.44,0.91,0.45,0.97,0.97,23.7
7.9,0.0,0.95,0.3,0.99,0.98,5.4
12.4,0.32,0.86,0.09,0.83,0.92,6.9
24.1,0.15,0.9,0.28,0.82,0.97,14.7
46.9,0.56,0.45,0.41,0.58,0.94,50.3
54.9,0.5,0.51,0.51,0.75,0.77,56.4
13.2,0.14,0.75,0.28,0.72,0.74,16.2
29.9,0.29,0.65,0.27,0.72,0.75,27.4
51.5,0.56,0.57,0.4,0.73,0.58,46.7
40.1,0.51,0.64,0.5,0.69,0.81,36.2
28.4,0.22,0.67,0.4,0.4,0.68,35.2
31.8,0.23,0.79,0.36,0.64,0.83,24.2
13.8,0.0,0.74,0.25,0.61,1.0,17.9
20.1,0.22,0.66,0.22,0.6,0.87,24.5
24.2,0.22,0.69,0.27,0.5,0.74,34.1
23.0,0.24,0.74,0.26,0.62,0.88,21.7
21.6,0.21,0.73,0.37,0.9,0.86,20.9
12.3,0.2,0.81,0.25,0.63,0.79,20.2
51.6,0.47,0.62,0.58,0.83,0.66,42.2
26.2,0.3,0.96,0.36,0.61,0.89,21.5
23.1,0.23,0.75,0.33,0.23,0.93,21.5
9.6,0.0,0.99,0.16,0.72,0.95,4.6
34.0,0.27,0.55,0.36,0.95,0.91,27.2
15.7,0.25,0.83,0.38,0.67,0.99,22.5
16.2,0.24,0.91,0.29,0.76,0.92,18.3
19.5,0.27,0.68,0.29,0.61,0.85,33.2
38.9,0.37,0.72,0.29,0.77,0.8,37.8
32.4,0.1,0.57,0.43,0.76,0.72,31.8
5.7,0.0,1.0,0.25,0.77,1.0,14.1
50.7,0.48,0.62,0.56,0.61,0.68,54.3
30.4,0.15,0.86,0.24,0.92,0.8,21.6
29.7,0.41,0.86,0.3,0.6,0.78,38.4
13.7,0.06,1.0,0.21,0.58,0.9,19.0
44.9,0.42,0.63,0.56,0.51,0.63,37.4
25.2,0.43,0.53,0.47,0.62,0.78,24.6
17.0,0.27,0.85,0.24,0.57,0.98,12.9
8.0,0.11,0.85,0.22,0.97,1.0,8.5
23.3,0.25,0.56,0.16,0.84,0.87,18.3
48.4,0.41,0.71,0.34,0.5,0.96,51.0
16.9,0.25,0.78,0.14,0.79,0.88,19.0
7.5,0.1,0.7,0.27,0.79,1.0,13.1
18.5,0.17,0.72,0.18,0.93,0.82,11.1
16.8,0.23,1.0,0.34,0.74,0.9,19.7
27.6,0.34,0.93,0.32,0.91,0.86,21.3
13.1,0.03,0.98,0.35,0.58,0.76,16.8
15.4,0.25,0.94,0.37,0.76,1.0,12.3
9.0,0.08,0.77,0.33,0.55,0.98,20.7
34.7,0.35,0.51,0.41,0.8,0.81,36.6
16.5,0.03,0.92,0.35,0.44,0.82,16.9
14.5,0.02,1.0,0.3,0.39,0.89,18.1
45.1,0.31,0.4,0.37,0.7,0.83,40.3
52.9,0.77,0.46,0.48,0.84,0.75,57.6
37.7,0.6,0.66,0.55,0.81,0.68,43.1
49.8,0.33,0.43,0.58,0.79,0.78,46.0
42.3,0.27,0.55,0.38,0.42,0.85,46.6
21.7,0.17,0.63,0.24,0.75,0.83,15.7
10.5,0.22,0.94,0.15,0.57,1.0,18.8
17.7,0.24,0.85,0.22,0.89,0.96,15.4
15.6,0.37,0.94,0.39,0.88,0.69,20.9
35.8,0.33,0.61,0.38,0.74,0.95,39.0
23.8,0.17,0.87,0.28,0.92,0.81,25.9
4.4,0.05,1.0,0.1,0.87,1.0,0.9
17.7,0.16,1.0,0.39,0.85,0.76,6.6
8.1,0.08,0.88,0.34,0.74,1.0,10.8
23.3,0.24,0.91,0.26,0.6,1.0,25.3
45.6,0.67,0.51,0.5,0.78,0.6,48.3
11.1,0.12,0.99,0.37,0.87,1.0,14.4
52.4,0.42,0.68,0.52,0.92,0.53,39.3
24.9,0.22,0.93,0.32,0.76,0.91,22.3
35.8,0.43,0.61,0.41,0.74,0.76,34.8
14.1,0.2,0.78,0.11,0.82,0.8,26.4
25.6,0.31,0.89,0.27,0.92,0.77,27.4
52.4,0.35,0.41,0.58,0.89,0.71,45.6
48.2,0.33,0.67,0.63,0.57,0.99,41.8
26.4,0.25,0.56,0.36,0.74,0.85,24.6
22.4,0.27,0.85,0.21,0.73,0.9,17.9
27.6,0.19,0.67,0.32,0.97,0.77,26.6
32.1,0.47,0.43,0.37,0.64,0.69,39.3
55.7,0.61,0.33,0.44,0.57,0.67,57.1
16.2,0.11,0.78,0.21,0.46,1.0,14.5
15.5,0.43,1.0,0.24,0.84,0.8,22.3
21.0,0.16,0.34,0.23,0.85,1.0,26.0
10.7,0.07,0.84,0.18,0.68,0.89,11.1
36.4,0.32,0.58,0.34,0.77,0.98,36.7
7.0,0.07,0.78,0.23,0.85,1.0,6.8
57.5,0.47,0.37,0.58,0.47,0.73,49.1
28.2,0.36,0.7,0.36,0.86,0.91,31.9
37.9,0.47,0.52,0.29,0.99,0.79,33.0
4.6,0.11,1.0,0.09,0.52,0.85,17.8
39.1,0.35,0.85,0.31,0.94,0.77,28.8
32.6,0.28,0.67,0.25,0.68,0.81,39.1
34.5,0.41,0.55,0.32,0.82,0.76,32.2
23.7,0.26,0.75,0.22,0.52,0.93,28.3
42.4,0.34,0.52,0.51,0.39,0.8,45.1
12.9,0.0,1.0,0.3,0.74,1.0,12.1
33.0,0.29,0.6,0.29,0.88,0.94,29.7
6.7,0.12,1.0,0.1,0.64,0.95,4.9
10.6,0.16,0.94,0.12,0.68,0.93,18.2
53.6,0.38,0.48,0.47,0.58,0.75,37.2
16.0,0.24,0.67,0.2,0.68,0.96,15.5
12.3,0.31,0.78,0.09,0.65,1.0,18.5
31.0,0.27,0.66,0.39,0.92,0.68,19.7
50.1,0.48,0.32,0.62,0.63,0.75,55.5
19.3,0.14,0.66,0.3,0.8,0.93,17.6
68.0,0.64,0.25,0.5,0.87,0.68,55.9
16.6,0.29,0.89,0.3,0.78,0.82,27.2
44.5,0.37,0.77,0.46,0.85,0.87,41.2
28.7,0.31,0.75,0.47,0.75,0.85,32.9
20.5,0.18,0.81,0.25,0.88,0.82,21.8
35.7,0.38,0.65,0.48,0.76,0.74,45.5
8.7,0.06,0.86,0.07,0.68,0.83,19.9
23.8,0.32,0.75,0.38,0.88,0.77,15.9
21.3,0.32,0.87,0.16,0.65,0.83,25.5
33.8,0.38,0.8,0.34,0.64,0.82,34.1
29.1,0.27,0.34,0.49,0.74,0.72,28.6
34.8,0.43,0.76,0.45,0.45,0.9,34.0
42.2,0.35,0.53,0.57,0.99,0.61,48.8
24.2,0.29,0.83,0.32,0.76,0.83,24.6
30.2,0.25,0.75,0.39,0.54,0.84,32.4
56.9,0.59,0.41,0.55,0.71,0.7,53.9
29.4,0.2,0.78,0.35,0.81,1.0,22.7
23.7,0.36,0.81,0.34,0.8,0.93,29.3
43.5,0.31,0.56,0.32,0.77,0.65,47.5
24.8,0.23,0.74,0.23,0.61,0.89,25.6
59.2,0.44,0.26,0.48,0.51,0.57,54.7
49.4,0.61,0.51,0.46,0.8,0.87,48.5
19.3,0.35,0.51,0.27,0.82,0.66,24.5
21.6,0.1,0.83,0.37,0.84,0.84,20.6
45.5,0.49,0.66,0.37,0.81,0.78,41.0
43.2,0.4,0.35,0.47,0.82,0.64,38.6
47.3,0.52,0.49,0.41,0.97,0.86,40.6
25.4,0.41,0.96,0.33,0.54,0.99,32.1
28.6,0.32,1.0,0.39,0.81,0.79,18.3
23.2,0.16,0.75,0.34,0.63,0.83,26.6
23.3,0.16,0.78,0.23,0.7,0.78,9.1
17.0,0.13,0.82,0.33,0.48,0.96,18.3
49.2,0.42,0.53,0.54,0.7,0.72,54.3
33.2,0.41,0.85,0.51,0.54,0.7,41.6
34.3,0.43,0.66,0.43,0.68,1.0,34.2
47.3,0.6,0.32,0.55,0.54,0.92,45.3
5.8,0.02,0.98,0.28,0.37,1.0,17.1
33.4,0.45,0.61,0.27,0.9,0.66,25.4
50.6,0.67,0.33,0.56,0.74,0.85,52.2
10.9,0.0,0.72,0.17,0.26,0.97,19.1
47.6,0.43,0.51,0.58,0.66,0.8,43.2
33.5,0.32,0.76,0.38,0.86,0.69,27.7
31.1,0.39,0.77,0.39,0.82,0.74,31.0
31.6,0.45,0.87,0.3,0.83,0.77,30.0
13.4,0.0,0.75,0.29,0.77,0.93,4.1
4.3,0.0,0.9,0.04,0.84,0.94,21.4
44.0,0.55,0.66,0.53,0.85,0.77,45.3
12.0,0.03,0.99,0.13,0.78,0.89,16.8
20.0,0.28,0.72,0.21,0.66,0.81,24.3
70.1,0.76,0.2,0.49,0.88,0.67,72.1
28.2,0.36,0.79,0.29,0.71,0.86,30.2
34.9,0.43,0.78,0.36,0.89,0.82,34.2
18.3,0.14,0.78,0.2,0.86,0.99,27.4
50.2,0.48,0.57,0.42,0.71,0.72,43.7
6.2,0.03,0.94,0.31,0.63,0.97,8.7
43.5,0.46,0.47,0.4,0.65,0.79,49.4
9.2,0.0,1.0,0.28,0.81,0.75,13.1
62.6,0.67,0.34,0.51,0.65,0.77,63.8
37.7,0.55,0.4,0.51,0.77,0.75,35.5
12.7,0.15,0.77,0.29,0.41,0.99,15.5
27.4,0.26,0.39,0.42,0.83,0.87,30.1
38.3,0.39,1.0,0.4,0.91,0.73,36.3
17.8,0.23,1.0,0.39,0.83,0.96,13.0
21.6,0.33,0.59,0.26,0.64,0.77,32.8
52.1,0.51,0.39,0.54,0.67,0.75,45.1
27.9,0.26,0.75,0.39,0.6,0.82,36.5
48.5,0.35,0.75,0.63,0.57,0.84,44.3
34.8,0.35,0.76,0.28,0.83,0.93,33.3
37.8,0.26,0.66,0.31,0.8,0.79,33.4
45.5,0.4,0.46,0.46,0.97,0.74,42.6
56.5,0.65,0.51,0.67,0.75,0.55,46.5
13.5,0.24,0.93,0.1,0.55,0.88,24.8
41.9,0.47,0.59,0.38,0.97,0.76,34.5
62.8,0.75,0.36,0.52,0.59,0.62,63.7
42.3,0.26,0.51,0.39,0.89,0.83,35.9
32.4,0.49,0.87,0.23,0.91,0.83,27.4
52.4,0.44,0.22,0.61,0.94,0.78,51.2
68.4,0.71,0.36,0.48,0.95,0.51,51.9
35.9,0.29,0.64,0.39,0.61,0.84,30.1
39.4,0.42,0.31,0.29,0.69,0.76,36.0
38.0,0.38,0.56,0.51,0.76,0.87,38.0
8.4,0.2,0.76,0.28,0.79,1.0,19.2
43.7,0.68,0.41,0.52,0.82,0.78,46.8
9.4,0.18,0.79,0.29,0.8,1.0,12.2
39.8,0.39,0.79,0.56,0.84,0.46,44.2
7.8,0.23,0.91,0.18,0.82,1.0,21.9
12.8,0.0,0.98,0.35,0.74,1.0,10.7
21.4,0.16,0.61,0.21,0.84,1.0,16.7
19.0,0.17,0.72,0.27,0.37,0.77,24.9
45.0,0.42,0.49,0.32,0.83,0.69,41.3
23.4,0.16,0.79,0.25,0.73,0.76,19.0
10.0,0.17,0.98,0.21,0.62,1.0,16.5
17.5,0.18,0.87,0.4,0.81,0.88,25.9
31.1,0.3,0.57,0.31,0.71,0.86,30.4
30.7,0.45,0.8,0.42,0.56,0.88,26.1
31.6,0.27,0.59,0.47,0.96,0.9,31.8
44.9,0.55,0.59,0.41,0.55,0.68,40.6
49.9,0.47,0.29,0.4,0.87,0.69,46.7
38.0,0.35,0.58,0.44,0.31,0.77,42.4
25.9,0.18,0.82,0.27,0.94,0.96,16.5
21.7,0.07,0.8,0.35,0.66,0.89,19.0
63.4,0.57,0.24,0.48,0.34,0.83,55.9
30.2,0.12,0.78,0.26,0.61,0.72,32.0
35.3,0.38,0.53,0.45,0.85,0.89,32.1
19.6,0.16,0.54,0.43,0.66,0.95,26.9
19.5,0.3,0.96,0.21,0.6,0.9,12.4
12.0,0.05,0.73,0.3,0.63,0.88,16.7
28.8,0.26,0.83,0.36,0.63,0.83,33.4
19.5,0.32,0.77,0.39,0.77,0.96,32.6
22.2,0.31,0.87,0.27,0.66,0.87,28.1
49.2,0.51,0.39,0.64,0.83,0.69,48.4
8.5,0.0,1.0,0.08,0.81,1.0,5.0
17.1,0.23,0.75,0.41,0.37,0.93,27.0
32.8,0.3,0.63,0.48,0.47,1.0,31.8
31.5,0.26,0.36,0.48,0.77,0.8,34.9
55.9,0.69,0.2,0.64,0.97,0.82,55.1
5.7,0.2,1.0,0.3,0.86,0.99,11.1
52.2,0.43,0.38,0.61,0.57,0.82,54.7
11.1,0.28,0.59,0.35,0.63,0.9,17.7
22.7,0.22,0.68,0.3,0.7,0.83,28.4
8.2,0.16,1.0,0.34,0.77,1.0,20.0
2.0,0.2,0.8,0.13,0.68,1.0,10.8
51.5,0.5,0.64,0.58,0.81,0.74,47.8
15.2,0.18,0.76,0.32,0.6,0.79,25.0
40.2,0.47,0.54,0.53,0.91,0.74,47.5
19.3,0.35,0.69,0.36,0.78,0.81,21.4
56.8,0.57,0.15,0.41,0.74,0.77,51.6
20.7,0.29,0.75,0.37,0.74,0.93,27.1
24.3,0.17,0.74,0.18,0.66,0.92,22.7
16.9,0.02,0.89,0.28,0.82,0.97,20.4
12.0,0.05,0.76,0.34,0.53,1.0,11.5
42.8,0.36,0.32,0.55,0.64,0.91,45.3
28.1,0.38,0.97,0.45,0.51,0.85,32.9
2.6,0.02,1.0,0.2,0.81,1.0,3.9
57.6,0.51,0.41,0.46,0.94,0.75,55.2
24.7,0.16,0.91,0.33,0.77,0.94,21.5
12.7,0.08,0.72,0.24,0.74,0.99,15.6
7.7,0.17,0.75,0.15,0.63,0.97,4.3
13.2,0.04,0.96,0.22,0.77,0.83,20.3
34.2,0.33,0.92,0.5,0.84,0.76,29.3
44.2,0.4,0.34,0.46,0.31,0.77,48.0
22.9,0.26,0.76,0.37,0.76,0.89,24.1
81.3,1.0,0.23,0.72,0.98,0.62,75.9
20.8,0.14,0.85,0.33,0.65,0.87,20.6
26.1,0.29,0.69,0.21,0.37,0.99,27.6
11.0,0.11,0.75,0.36,0.48,0.96,26.7
25.1,0.2,0.43,0.31,0.69,0.67,31.5
46.2,0.47,0.83,0.55,0.85,0.74,42.8
62.2,0.8,0.61,0.64,0.51,0.65,56.7
39.8,0.39,0.49,0.52,0.74,0.83,42.4
5.9,0.05,0.93,0.05,0.69,0.97,4.3
10.0,0.06,0.8,0.35,0.65,0.97,20.1
